player,team,zone,total_points,total_attempts,made_shots,fg_percentage
A. Campbell,Saskatchewan Rattlers,right_wing_three,3,4,1,0.25
A. Campbell,Saskatchewan Rattlers,top_key_midrange,4,4,2,0.5
J. Tshimanga,Saskatchewan Rattlers,top_key_midrange,4,2,2,1.0
J. Pryce,Saskatchewan Rattlers,top_key_midrange,2,2,1,0.5
N. Webster-Chan,Saskatchewan Rattlers,top_key_three,6,2,2,1.0
A. Campbell,Saskatchewan Rattlers,top_key_three,3,3,1,0.3333333333333333
D. Bandoo,Saskatchewan Rattlers,top_key_three,3,1,1,1.0
G. Juozapaitis,Scarborough Shooting Stars,left_corner,15,7,5,0.7142857142857143
A. Best,Scarborough Shooting Stars,left_corner,6,3,2,0.6666666666666666
D. Djurcic,Scarborough Shooting Stars,left_corner,3,1,1,1.0
C. Barber,Scarborough Shooting Stars,left_short_corner,7,7,3,0.42857142857142855
J. Harris,Scarborough Shooting Stars,left_short_corner,6,6,3,0.5
K. Young,Scarborough Shooting Stars,left_short_corner,6,5,3,0.6
K. Robertson,Scarborough Shooting Stars,left_wing_three,21,10,7,0.7
D. Williams,Scarborough Shooting Stars,left_wing_three,6,2,2,1.0
G. Juozapaitis,Scarborough Shooting Stars,left_wing_three,6,3,2,0.6666666666666666
I. Mike,Scarborough Shooting Stars,restricted_area,40,33,20,0.6060606060606061
C. Barber,Scarborough Shooting Stars,restricted_area,34,34,17,0.5
K. Walker,Scarborough Shooting Stars,restricted_area,30,20,15,0.75
I. Mike,Scarborough Shooting Stars,right_corner,9,8,3,0.375
Z. Moore,Scarborough Shooting Stars,right_corner,9,5,3,0.6
A. Best,Scarborough Shooting Stars,right_corner,3,2,1,0.5
K. Young,Scarborough Shooting Stars,right_short_corner,6,4,3,0.75
C. Barber,Scarborough Shooting Stars,right_short_corner,2,4,1,0.25
D. Djurcic,Scarborough Shooting Stars,right_short_corner,2,1,1,1.0
C. Barber,Scarborough Shooting Stars,right_wing_three,18,13,6,0.46153846153846156
D. Djurcic,Scarborough Shooting Stars,right_wing_three,6,2,2,1.0
I. Mike,Scarborough Shooting Stars,right_wing_three,6,8,2,0.25
K. Chatman,Scarborough Shooting Stars,top_key_midrange,8,5,4,0.8
C. Barber,Scarborough Shooting Stars,top_key_midrange,6,12,3,0.25
I. Mike,Scarborough Shooting Stars,top_key_midrange,6,8,3,0.375
K. Robertson,Scarborough Shooting Stars,top_key_three,15,8,5,0.625
I. Mike,Scarborough Shooting Stars,top_key_three,12,6,4,0.6666666666666666
C. Barber,Scarborough Shooting Stars,top_key_three,9,12,3,0.25
A. Campbell,Vancouver Bandits,left_corner,3,2,1,0.5
J. Manigat,Vancouver Bandits,left_corner,3,1,1,1.0
D. Notice,Vancouver Bandits,left_corner,0,1,0,0.0
M. Creek,Vancouver Bandits,left_short_corner,4,3,2,0.6666666666666666
M. Carr,Vancouver Bandits,left_short_corner,2,2,1,0.5
T. Moore,Vancouver Bandits,left_short_corner,2,2,1,0.5
M. Creek,Vancouver Bandits,left_wing_three,9,3,3,1.0
D. Notice,Vancouver Bandits,left_wing_three,6,4,2,0.5
K. McEwen,Vancouver Bandits,left_wing_three,6,3,2,0.6666666666666666
N. Ward,Vancouver Bandits,restricted_area,34,19,17,0.8947368421052632
M. Creek,Vancouver Bandits,restricted_area,18,17,9,0.5294117647058824
T. Moore,Vancouver Bandits,restricted_area,12,10,6,0.6
A. Campbell,Vancouver Bandits,right_corner,3,1,1,1.0
D. Notice,Vancouver Bandits,right_corner,3,2,1,0.5
J. Manigat,Vancouver Bandits,right_corner,3,2,1,0.5
K. McEwen,Vancouver Bandits,right_short_corner,4,3,2,0.6666666666666666
M. Creek,Vancouver Bandits,right_short_corner,4,4,2,0.5
M. Carr,Vancouver Bandits,right_short_corner,2,3,1,0.3333333333333333
Z. Copeland,Vancouver Bandits,right_wing_three,6,3,2,0.6666666666666666
A. Campbell,Vancouver Bandits,right_wing_three,3,1,1,1.0
K. McEwen,Vancouver Bandits,right_wing_three,3,5,1,0.2
M. Carr,Vancouver Bandits,top_key_midrange,6,5,3,0.6
N. Ward,Vancouver Bandits,top_key_midrange,6,6,3,0.5
K. McEwen,Vancouver Bandits,top_key_midrange,2,2,1,0.5
A. Campbell,Vancouver Bandits,top_key_three,3,3,1,0.3333333333333333
J. Manigat,Vancouver Bandits,top_key_three,3,1,1,1.0
K. McEwen,Vancouver Bandits,top_key_three,3,3,1,0.3333333333333333
S. Hildebrandt,Winnipeg Sea Bears,left_corner,3,2,1,0.5
S. Lindsey,Winnipeg Sea Bears,left_corner,3,1,1,1.0
A. Hess,Winnipeg Sea Bears,left_corner,0,2,0,0.0
J. Ogungbemi-Jackson,Winnipeg Sea Bears,left_short_corner,2,2,1,0.5
S. Lindsey,Winnipeg Sea Bears,left_short_corner,2,1,1,1.0
E. Akot,Winnipeg Sea Bears,left_short_corner,0,1,0,0.0
S. Hildebrandt,Winnipeg Sea Bears,left_wing_three,6,3,2,0.6666666666666666
E. Akot,Winnipeg Sea Bears,left_wing_three,0,1,0,0.0
J. Watson-Gayle,Winnipeg Sea Bears,left_wing_three,0,1,0,0.0
T. Allen,Winnipeg Sea Bears,restricted_area,12,12,6,0.5
E. Akot,Winnipeg Sea Bears,restricted_area,10,5,5,1.0
J. Watson-Gayle,Winnipeg Sea Bears,restricted_area,6,6,3,0.5
J. Watson-Gayle,Winnipeg Sea Bears,right_corner,3,2,1,0.5
S. Lindsey,Winnipeg Sea Bears,right_corner,3,2,1,0.5
A. Hess,Winnipeg Sea Bears,right_corner,0,3,0,0.0
T. Allen,Winnipeg Sea Bears,right_short_corner,6,4,3,0.75
J. Wright-Foreman,Winnipeg Sea Bears,right_short_corner,4,4,2,0.5
A. Hess,Winnipeg Sea Bears,right_short_corner,2,1,1,1.0
J. Watson-Gayle,Winnipeg Sea Bears,right_wing_three,6,3,2,0.6666666666666666
A. Campbell,Winnipeg Sea Bears,right_wing_three,3,1,1,1.0
A. Hess,Winnipeg Sea Bears,right_wing_three,3,2,1,0.5
E. Akot,Winnipeg Sea Bears,top_key_midrange,2,2,1,0.5
J. Wright-Foreman,Winnipeg Sea Bears,top_key_midrange,2,1,1,1.0
J. Watson-Gayle,Winnipeg Sea Bears,top_key_midrange,0,1,0,0.0
J. Wright-Foreman,Winnipeg Sea Bears,top_key_three,6,5,2,0.4
E. Akot,Winnipeg Sea Bears,top_key_three,3,2,1,0.5
T. Allen,Winnipeg Sea Bears,top_key_three,3,3,1,0.3333333333333333
